All,Paid,Not_Paid
4b0c1a39-745c-41b5-87b7-8f1b5517a113,,
8599d319-f1c7-4dcc-85c2-526625947011,,
64a084e8-98a2-4e65-bfec-8bb05f9ac47e,,
d1be615f-6861-4fcd-80a5-cd0bf17f664f,,
f4ef3e05-acaa-41cf-aee8-86efa64ef7e3,,
3fed4eec-351d-4e2e-afc9-7ff76ede075a,,
c4b07c00-52f8-4078-995f-44bd66122103,,
903ecbab-0f4d-4d95-9044-121a6b5bdf8e,,
31104521-021d-40aa-9b0c-7dfe0ee77213,,
45285e86-b843-4cf4-aebb-670add79ccc2,,
5669e132-7ea0-4798-82c8-e5cd96e72cca,,
6cac3eab-95d2-45c6-a2ed-0ebe357cd489,,
781a8114-042e-4381-aba2-5d8237edf8fa,,
6312481c-0498-42d0-9531-2fa8119f297f,,
32b6b2a7-2b15-4423-ac26-48e84b1b7f7e,,
488ab537-60a3-4418-b92a-fffa8ae22d4c,,
17616a95-36ff-4541-81dd-2af9a5ca0504,,
56c8809a-2f24-4267-971f-d81029d390c2,,
60838104-d19b-4c2f-a954-52c0425cc4e6,,
9a24cfb5-c8b6-40c0-9105-bc50f8c7a435,,
91381533-1d3a-4209-bf4a-6d31bed7825e,,
407d3b73-e0d5-42ea-9b87-1c7c7ad6b67d,,
6d948b28-3628-4f46-8850-b7cae92ad40e,,
ca5441d0-7258-4678-99ba-d5067b94e680,,
d5d6b3e4-2096-4096-912f-3afd4ae64a93,,
238e92d1-ed38-459c-a1b2-9baded689c51,,
3dc73df0-2731-444f-bd65-182ef426abc2,,
537b66ae-5022-4567-a3d5-d04a6c4983cb,,
5e01b634-1c1f-4cbc-aa8a-30ac71b19e81,,
8ce939a6-b88c-4b6d-8494-dc9f772154c6,,
01f4d00f-9302-47de-9d7a-5ee17052527f,,
68839381-0248-4054-9041-e71d47cdef51,,
8d12dadb-6af8-4786-9b7d-fc4ea759c46f,,
70dbc92c-1572-42e7-9cc3-2c12a3539952,,
837a496f-0499-4792-b565-0a1354d22c5d,,
e58e6963-606c-4e8b-ba4b-e4fb476b24a2,,
028aecb4-0375-4e51-91d1-de5a7546b8be,,
4c3cdcc3-0c3e-47eb-a855-4af914a6c9ca,,
b4f3ed67-0bbd-4d3a-b87e-6cab8df9bbab,,
f34faec2-c580-4601-8b14-4c00e6a963bd,,
7f5f000f-98d1-4460-97e4-9dafc1e4dc91,,
25ef2a5c-88a8-4ca8-ab07-7f6ff16109cc,,
3fa3d5cc-e634-46d4-a564-b3d9d204b846,,
6d221beb-fa80-4cd1-ac6f-47becd08051a,,
7ed51e0f-6ea7-4a11-8f6d-0b233ae6d02b,,
923e998a-3e32-4029-8444-8c5675f3b6df,,
c1cb0e3a-4db7-4878-8e32-51e69444c687,,
2ffac9e8-9c6a-4152-aea9-e39e3afb59ad,,
3ae74086-7310-45d3-a720-5cb2f99bdcc1,,
4227be34-a4e5-42e3-8bcc-b51bd4075127,,
23755b98-7842-4c0f-8b7c-cb2cb794b660,,
8119113f-f566-41e6-8f0d-c364d69cffc4,,
828637ec-35f9-47e2-969c-0ae9897b669b,,
aa865f8f-5abe-4164-ac4e-85d23ca46392,,
2096e604-80be-4718-a3a3-03f7320aca6f,,
7f5dcde9-80fd-4371-830a-59632f4b8124,,
d07c3adf-d0c2-4d4f-a90c-cd0cb8a1ddbe,,
